Date,Price,Open,High,Low,Vol.,Change %
11/23/2010,"5,581.28","5,640.60","5,663.30","5,581.28",,-1.75%
11/22/2010,"5,680.83","5,782.50","5,784.50","5,666.80",,-0.91%
11/19/2010,"5,732.83","5,777.70","5,777.70","5,682.80",,-0.62%
11/18/2010,"5,768.71","5,730.80","5,785.00","5,718.30",,1.34%
11/17/2010,"5,692.56","5,654.80","5,705.30","5,653.80",,0.03%
11/16/2010,"5,690.80","5,785.70","5,789.30","5,680.80",,-2.23%
11/15/2010,"5,820.41","5,780.10","5,834.50","5,753.50",,0.41%
11/12/10,"5,796.87","5,742.50","5,831.30","5,711.00",,-0.32%
11/11/10,"5,815.23","5,838.80","5,841.80","5,791.30",,-0.03%
11/10/10,"5,816.94","5,858.40","5,868.00","5,794.00",,-0.99%
11/9/10,"5,875.19","5,841.20","5,901.80","5,841.20",,0.43%
11/8/10,"5,849.96","5,871.50","5,882.30","5,839.50",,-0.43%
11/5/10,"5,875.35","5,881.00","5,896.50","5,831.80",,0.21%
11/4/10,"5,862.79","5,798.20","5,876.30","5,797.40",,1.98%
11/3/10,"5,748.97","5,762.20","5,773.30","5,728.30",,-0.15%
11/2/10,"5,757.43","5,688.90","5,773.30","5,685.00",,1.10%
11/1/10,"5,694.62","5,711.70","5,734.80","5,665.80",,0.34%
10/29/2010,"5,675.16","5,662.30","5,700.00","5,645.80",,-0.05%
10/28/2010,"5,677.89","5,684.80","5,713.00","5,653.30",,0.56%
10/27/2010,"5,646.02","5,674.80","5,690.50","5,629.30",,-1.07%
10/26/2010,"5,707.30","5,735.80","5,746.30","5,674.80",,-0.78%
10/25/2010,"5,751.98","5,780.10","5,791.80","5,750.30",,0.18%
10/22/2010,"5,741.37","5,747.80","5,756.00","5,721.80",,-0.29%
10/21/2010,"5,757.86","5,709.50","5,787.50","5,696.80",,0.50%
10/20/2010,"5,728.93","5,684.40","5,730.50","5,678.50",,0.44%
10/19/2010,"5,703.89","5,738.50","5,762.50","5,687.50",,-0.67%
10/18/2010,"5,742.52","5,681.60","5,750.50","5,668.50",,0.69%
10/15/2010,"5,703.37","5,750.70","5,750.70","5,663.50",,-0.42%
10/14/2010,"5,727.21","5,767.80","5,770.80","5,711.30",,-0.35%
10/13/2010,"5,747.35","5,691.60","5,761.30","5,686.30",,1.51%
10/12/10,"5,661.59","5,643.50","5,677.80","5,595.80",,-0.19%
10/11/10,"5,672.40","5,670.70","5,685.80","5,654.80",,0.26%
10/8/10,"5,657.61","5,653.50","5,663.80","5,604.50",,-0.08%
10/7/10,"5,662.13","5,687.60","5,708.50","5,648.80",,-0.34%
10/6/10,"5,681.39","5,659.20","5,694.30","5,653.50",,0.81%
10/5/10,"5,635.76","5,564.50","5,647.30","5,548.50",,1.44%
10/4/10,"5,555.97","5,607.30","5,607.30","5,549.00",,-0.66%
10/1/10,"5,592.90","5,582.50","5,617.50","5,559.80",,0.80%
09/30/2010,"5,548.62","5,551.80","5,653.50","5,537.50",,-0.37%
09/29/2010,"5,569.27","5,606.00","5,625.80","5,542.50",,-0.16%
09/28/2010,"5,578.44","5,563.30","5,583.80","5,504.80",,0.09%
09/27/2010,"5,573.42","5,603.80","5,615.50","5,569.00",,-0.45%
09/24/2010,"5,598.48","5,526.30","5,612.80","5,517.00",,0.93%
09/23/2010,"5,547.08","5,584.50","5,591.00","5,470.00",,-0.27%
09/22/2010,"5,562.02","5,597.00","5,599.50","5,515.50",,-0.25%
09/21/2010,"5,576.19","5,593.30","5,637.50","5,572.80",,-0.47%
09/20/2010,"5,602.54","5,539.50","5,607.50","5,535.30",,1.71%
09/17/2010,"5,508.45","5,588.80","5,618.30","5,497.30",,-0.57%
09/16/2010,"5,540.14","5,552.30","5,565.50","5,533.00",,-0.30%
09/15/2010,"5,557.07","5,572.50","5,579.30","5,534.80",,-0.19%
09/14/2010,"5,567.41","5,568.50","5,584.00","5,541.30",,0.03%
09/13/2010,"5,565.53","5,554.90","5,573.00","5,529.80",,1.16%
9/10/10,"5,501.64","5,472.50","5,511.80","5,472.50",,0.14%
9/9/10,"5,494.16","5,415.00","5,504.80","5,409.80",,1.19%
9/8/10,"5,429.74","5,381.80","5,445.80","5,360.00",,0.41%
9/7/10,"5,407.82","5,428.50","5,430.00","5,380.00",,-0.58%
9/6/10,"5,439.19","5,459.80","5,461.80","5,432.00",,0.20%
9/3/10,"5,428.15","5,383.30","5,455.80","5,372.80",,1.06%
9/2/10,"5,371.04","5,348.00","5,384.50","5,342.30",,0.09%
9/1/10,"5,366.41","5,248.50","5,371.80","5,224.80",,2.70%
08/31/2010,"5,225.22","5,143.30","5,226.80","5,128.30",,0.45%
08/27/2010,"5,201.56","5,138.30","5,219.80","5,119.80",,0.89%
08/26/2010,"5,155.84","5,146.90","5,168.80","5,125.30",,0.75%
08/25/2010,"5,117.24","5,148.80","5,168.50","5,068.80",,-0.75%
08/24/2010,"5,155.95","5,202.60","5,203.00","5,106.50",,-1.51%
08/23/2010,"5,234.84","5,214.00","5,268.80","5,184.50",,0.76%
08/20/2010,"5,195.28","5,208.80","5,232.50","5,158.80",,-0.31%
08/19/2010,"5,211.29","5,321.70","5,337.30","5,202.80",,-1.73%
08/18/2010,"5,302.87","5,326.40","5,331.30","5,294.80",,-0.89%
08/17/2010,"5,350.55","5,288.50","5,355.30","5,273.30",,1.41%
08/16/2010,"5,276.10","5,277.30","5,304.80","5,226.50",,0.01%
08/13/2010,"5,275.44","5,299.10","5,308.80","5,225.30",,0.18%
8/12/10,"5,266.06","5,220.80","5,274.00","5,208.80",,0.40%
8/11/10,"5,245.21","5,336.30","5,340.50","5,241.80",,-2.44%
8/10/10,"5,376.41","5,394.90","5,407.80","5,346.80",,-0.63%
8/9/10,"5,410.52","5,392.30","5,420.80","5,387.80",,1.47%
8/6/10,"5,332.39","5,391.10","5,409.50","5,306.80",,-0.62%
8/5/10,"5,365.78","5,392.90","5,418.30","5,356.80",,-0.38%
8/4/10,"5,386.16","5,380.10","5,406.80","5,317.30",,-0.19%
8/3/10,"5,396.48","5,390.20","5,399.30","5,353.00",,-0.01%
8/2/10,"5,397.11","5,305.00","5,402.80","5,300.00",,2.65%
07/30/2010,"5,258.02","5,294.50","5,322.50","5,244.30",,-1.05%
07/29/2010,"5,313.95","5,328.40","5,375.50","5,302.00",,-0.96%
07/27/2010,"5,365.67","5,361.00","5,412.80","5,351.30",,0.27%
07/26/2010,"5,351.12","5,352.80","5,354.30","5,301.30",,0.72%
07/23/2010,"5,312.62","5,321.30","5,328.30","5,273.00",,-0.02%
07/22/2010,"5,313.81","5,185.10","5,320.80","5,177.50",,1.90%
07/21/2010,"5,214.64","5,186.90","5,245.30","5,183.00",,1.46%
07/20/2010,"5,139.46","5,172.90","5,175.30","5,089.00",,-0.17%
07/19/2010,"5,148.28","5,129.80","5,198.00","5,113.00",,-0.21%
07/16/2010,"5,158.90","5,211.30","5,273.60","5,153.30",,-1.01%
07/15/2010,"5,211.30","5,253.50","5,268.40","5,187.50",,-0.80%
07/14/2010,"5,253.50","5,271.00","5,287.30","5,205.80",,-0.33%
